0	87.547	9.78
1a	30.904	3.73
1b	10.649	11.54
2ba	5.649	8.274
3baa	13.117	5.544
3bab	3.038	4.7325
4baba	13.012	4.384615385
4babb	18.873	3.391
2bb	18.441	6.254833333
3bba	10.967	2.927769231
4bbaa	17.854	1.074482759
4bbab	13.751	4.232470588
3bbb	5.418	3.48
4bbba	10.522	3.469636364
4bbbb	8.046	3.28825
5bbbbb	11.188	3.270090909
5bbbba	11.651	4.608066667
5bbbaa	21.285	1.713266667
5bbbab	5.13	3.3634
6bbbabb	14.424	3.2458125
6bbbaba	5.287	2.628333333
7bbbabaa	11.729	1.449564103
7bbbabab	12.048	3.756157895
2aa	4.944	5.556
2ab	10.089	5.858666667
3aba	14.124	4.549842105
3abb	10.745	3.6526
4abbb	15.388	3.914347826
4abba	4.637	3.705
5abbab	10.829	3.757454545
5abbaa	17.008	3.426647059
3aaa	12.909	3.327947368
3aab	2.638	3.189333333
4aabb	6.025	3.946428571
4aaba	5.468	4.5704
5aabab	20.64	2.211470588
5aabaa	12.975	3.606272727
5aabba	20.565	5.621423077
5aabbb	1.427	5.089285714
6aabbbb	4.874	1.624625
6aabbba	13.309	4.8916
		
