0	90.587	7.41
1a	41.292	4.53
1b	12.154	8.37
2bb	21.599	3.019869565
2ba	10.179	3.2236
3bab	16.902	1.7945
3baa	5.92	6.112375
4baab	15.895	3.398166667
4baaa	1.755	4.532666667
5baaab	6.126	6.587333333
6baaabb	3.034	5.3145
7baaabbb	14.485	1.259574074
7baaabba	17.403	1.340026316
6baaaba	6.855	5.762363636
7baaabab	4.542	3.052
8baaababb	15.024	0.958857143
8baaababa	1.446	3.157
9baaababaa	15.014	3.54065625
9baaababab	14.498	4.394
7baaabaa	4.364	2.672166667
8baaabaab	5.411	1.396206897
8baaabaaa	14.491	4.423277778
5baaaa	3.538	4.599
6baaaab	13.585	6.994
6baaaaa	8.729	1.0394375
7baaaaab	13.752	2.103682927
7baaaaaa	11.646	3.537285714
2ab	11	3.446769231
3abb	17.159	2.599052632
3aba	13.315	3.886941176
2aa	9.471	3.463785714
3aaa	14.876	2.410862069
3aab	7.914	3.61925
4aabb	2.799	3.5675
5aabbb	12.445	2.371235294
5aabba	4.345	1.704642857
6aabbab	11.958	4.908619048
6aabbaa	16.815	3.390833333
4aaba	3.064	3.902142857
5aabab	18.577	1.255253521
5aabaa	4.348	4.4192
6aabaab	11.218	10.6035
6aabaaa	9.184	3.933
7aabaaaa	11.655	4.74825
7aabaaab	3.918	1.898777778
8aabaaaba	13.315	3.53495
8aabaaabb	2.593	4.401
9aabaaabbb	11.227	5.98375
9aabaaabba	11.623	7.129947368
